banner_74f83bd7	indicates_device	camera_axis_2401
camera_axis_M1125	has_manufacturer	axis
router_TP-LINK_WA601G	is_type	router
router_netgear_WNDR3800	has_model	WNDR3800
banner_9d1018c5	indicates_device	router_netgear_WNR2000v5
camera_axis_M1034-W	is_type	camera
router_asus_RT-AC5300	has_manufacturer	asus
banner_77255cf6	indicates_device	router_TP-LINK_MR3220
banner_d952cbf6	indicates_device	router_asus_RT-N66W
router_asus_RT-AC87R	is_type	router
router_netgear_R7450	is_type	router
router_asus_RT-AC87U	has_manufacturer	asus
router_netgear_WNR612v2	is_type	router
camera_axis_P1427-LE	has_model	P1427-LE
router_asus_RT-AX56U	has_model	RT-AX56U
camera_axis_M1054	is_type	camera
camera_axis_P1355	is_type	camera
banner_82288860	indicates_device	router_asus_DSL-AC68U
banner_92d87623	indicates_device	camera_axis_M7011
camera_axis_M1014	is_type	camera
camera_axis_Q7411	has_model	Q7411
router_netgear_WNR2000v5	has_model	WNR2000v5
banner_e70c1f28	indicates_device	printer_sharp_eNQE
router_asus_RT-AX58U	has_model	RT-AX58U
router_netgear_JWNR2010v5	is_type	router
router_netgear_C3000-100NAS	has_model	C3000-100NAS
printer_sharp_Information	is_type	printer
banner_40dd85f2	indicates_device	router_asus_RT-AC87U
printer_sharp_Information	is_type	printer
camera_axis_M1011-W	has_manufacturer	axis
router_netgear_WNR614	is_type	router
router_asus_RT-AC68U	has_model	RT-AC68U
camera_axis_210A	has_model	210A
banner_c558bd8f	indicates_device	router_netgear_R6020
printer_sharp_MX-B450P	has_manufacturer	sharp
router_netgear_DG834	has_manufacturer	netgear
banner_a51ffd69	indicates_device	printer_sharp_MX-M264N
router_asus_RT-AC55UHP	has_manufacturer	asus
banner_66492a14	indicates_device	router_netgear_WNR2020
router_netgear_R7400	is_type	router
banner_6580ee0a	indicates_device	router_netgear_Dual-Band-Orbi
router_TP-LINK_WA901N	has_model	WA901N
camera_axis_P3225-LV	has_model	P3225-LV
router_netgear_DGN2200	has_manufacturer	netgear
router_netgear_WNR2000v5	has_model	WNR2000v5
router_TP-LINK_WR940N	has_manufacturer	TP-LINK
